=== JETPACK MOVEMENT LOG ===
Application started: 2025-12-07 12:00:56
==================================================
[12:00:58] Monitoring 300 jetpacks in New York
[12:23:58] COWBOY-141 🚀 departing from DAL-P276
[12:23:58] MAVS-242 ✓ landed at DAL-P116 (parking for ~72s)
[12:23:58] BRONCO-126 🚀 departing from DAL-P109
[12:23:58] HORIZON-100 moving 🚀 Southwest (964 units)
[12:23:58] HORIZON-100 🚀 heading to parking DAL-P69
[12:23:58] PRAIRIE-179 🚀 departing from DAL-P236
[12:23:58] MAVS-182 moving 🚀 Northeast (1181 units)
[12:23:58] MAVS-182 🚀 heading to parking DAL-P144
[12:23:58] HORIZON-200 ✓ landed at DAL-P104 (parking for ~46s)
[12:23:58] LONGHORN-247 🚀 departing from DAL-P241
[12:23:58] ARMADILLO-48 ✓ landed at DAL-P141 (parking for ~38s)
[12:23:58] RANGER-184 ✓ landed at DAL-P49 (parking for ~50s)
[12:23:58] LONGHORN-247 moving 🚀 West (222 units)
[12:23:58] LONGHORN-247 🚀 heading to parking DAL-P295
[12:23:58] COWBOY-141 moving 🚀 North (1020 units)
[12:23:58] COWBOY-141 🚀 heading to parking DAL-P244
[12:23:59] STARS-133 ✓ landed at DAL-P69 (parking for ~52s)
[12:23:59] PRAIRIE-179 moving 🚀 South (833 units)
[12:23:59] PRAIRIE-179 🚀 heading to parking DAL-P13
[12:23:59] LONGHORN-197 ✓ landed at DAL-P127 (parking for ~58s)
[12:23:59] PRAIRIE-239 ✓ landed at DAL-P127 (parking for ~52s)
[12:23:59] LONGHORN-47 🚀 departing from DAL-P254
[12:23:59] COWBOY-81 🚀 departing from DAL-P183
[12:23:59] PRAIRIE-109 ✓ landed at DAL-P110 (parking for ~30s)
[12:23:59] BRONCO-126 moving 🚀 North (445 units)
[12:23:59] BRONCO-126 🚀 heading to parking DAL-P285
[12:23:59] HORIZON-140 moving 🚀 West (592 units)
[12:23:59] HORIZON-140 🚀 heading to parking DAL-P292
[12:23:59] RANGER-54 ✓ landed at DAL-P58 (parking for ~70s)
[12:23:59] BRONCO-176 ✓ landed at DAL-P259 (parking for ~70s)
[12:23:59] LONGHORN-47 moving 🚀 Northeast (110 units)
[12:23:59] LONGHORN-47 🚀 heading to parking DAL-P38
[12:23:59] Weather updated: Steady Rain
[12:23:59] BRONCO-246 🚀 departing from DAL-P118
[12:23:59] COWBOY-81 moving 🚀 South (884 units)
[12:23:59] COWBOY-81 🚀 heading to parking DAL-P185
[12:23:59] STARS-113 🚀 departing from DAL-P188
[12:23:59] STARS-113 moving 🚀 Northeast (872 units)
[12:23:59] STARS-113 🚀 heading to parking DAL-P30
[12:23:59] STARS-223 ✓ landed at DAL-P251 (parking for ~36s)
[12:23:59] BRONCO-246 moving 🚀 Northeast (720 units)
[12:23:59] BRONCO-246 🚀 heading to parking DAL-P51
[12:23:59] ARMADILLO-118 🚀 departing from DAL-P88
[12:23:59] BRONCO-26 moving 🚀 West (1263 units)
[12:23:59] PRAIRIE-229 ✓ landed at DAL-P129 (parking for ~32s)
[12:23:59] HORIZON-60 ✓ landed at DAL-P201 (parking for ~54s)
[12:23:59] MUSTANG-95 🚀 departing from DAL-P155
[12:23:59] STARS-233 🚀 departing from DAL-P128
[12:24:00] MUSTANG-95 moving 🚀 Northeast (381 units)
[12:24:00] MUSTANG-95 🚀 heading to parking DAL-P167
[12:24:00] PRAIRIE-109 🚀 departing from DAL-P110
[12:24:00] ARMADILLO-48 🚀 departing from DAL-P141
[12:24:00] MAVS-232 ✓ landed at DAL-P261 (parking for ~58s)
[12:24:00] HORIZON-240 🚀 departing from DAL-P230
[12:24:00] LONGHORN-87 ✓ landed at DAL-P7 (parking for ~52s)
[12:24:00] ARMADILLO-118 moving 🚀 Northwest (1229 units)
[12:24:00] ARMADILLO-118 🚀 heading to parking DAL-P270
[12:24:00] STARS-173 ✓ landed at DAL-P83 (parking for ~52s)
[12:24:00] HORIZON-40 ✓ landed at DAL-P38 (parking for ~76s)
[12:24:00] ARMADILLO-48 moving 🚀 Southeast (685 units)
[12:24:00] ARMADILLO-48 🚀 heading to parking DAL-P11
[12:24:00] BRONCO-226 🚀 departing from DAL-P32
[12:24:00] ARMADILLO-158 ✓ landed at DAL-P182 (parking for ~58s)
[12:24:00] HORIZON-200 🚀 departing from DAL-P104
[12:24:00] BRONCO-226 moving 🚀 East (341 units)
[12:24:00] BRONCO-226 🚀 heading to parking DAL-P241
[12:24:00] STARS-233 moving 🚀 Southeast (590 units)
[12:24:00] STARS-233 🚀 heading to parking DAL-P160
[12:24:00] BRONCO-46 ✓ landed at DAL-P142 (parking for ~64s)
[12:24:00] HORIZON-240 moving 🚀 Southeast (504 units)
[12:24:00] HORIZON-240 🚀 heading to parking DAL-P186
[12:24:00] BRONCO-146 ✓ landed at DAL-P68 (parking for ~90s)
[12:24:00] RANGER-64 🚀 departing from DAL-P119
[12:24:00] PRAIRIE-109 moving 🚀 East (501 units)
[12:24:00] PRAIRIE-109 🚀 heading to parking DAL-P263
[12:24:00] RANGER-184 🚀 departing from DAL-P49
[12:24:00] PRAIRIE-79 🚀 departing from DAL-P281
[12:24:00] RANGER-184 moving 🚀 Northwest (1205 units)
[12:24:00] RANGER-184 🚀 heading to parking DAL-P143
[12:24:00] COWBOY-121 ✓ landed at DAL-P160 (parking for ~34s)
[12:24:00] LONGHORN-187 ✓ landed at DAL-P139 (parking for ~52s)
[12:24:00] HORIZON-200 moving 🚀 Southwest (1177 units)
[12:24:00] HORIZON-200 🚀 heading to parking DAL-P156
[12:24:00] MUSTANG-215 🚀 departing from DAL-P111
[12:24:00] COWBOY-291 ✓ landed at DAL-P60 (parking for ~50s)
[12:24:00] STARS-3 moving 🚀 South (806 units)
[12:24:00] STARS-133 🚀 departing from DAL-P69
[12:24:00] MUSTANG-215 moving 🚀 East (1214 units)
[12:24:00] MUSTANG-215 🚀 heading to parking DAL-P258
[12:24:00] ARMADILLO-238 ✓ landed at DAL-P237 (parking for ~54s)
[12:24:00] PRAIRIE-239 🚀 departing from DAL-P127
[12:24:00] HORIZON-260 ✓ landed at DAL-P170 (parking for ~50s)
[12:24:01] PRAIRIE-79 moving 🚀 Northwest (1326 units)
[12:24:01] PRAIRIE-79 🚀 heading to parking DAL-P25
[12:24:01] COWBOY-181 ✓ landed at DAL-P204 (parking for ~30s)
[12:24:01] COWBOY-261 ✓ landed at DAL-P34 (parking for ~72s)
[12:24:01] LONGHORN-197 🚀 departing from DAL-P127
[12:24:01] STARS-223 🚀 departing from DAL-P251
[12:24:01] PRAIRIE-229 🚀 departing from DAL-P129
[12:24:01] MAVS-262 ✓ landed at DAL-P119 (parking for ~74s)
[12:24:01] MAVS-242 🚀 departing from DAL-P116
[12:24:01] COWBOY-271 ✓ landed at DAL-P216 (parking for ~48s)
[12:24:01] STARS-13 moving 🚀 Northwest (556 units)
[12:24:01] RANGER-134 ✓ landed at DAL-P227 (parking for ~44s)
[12:24:01] LONGHORN-197 moving 🚀 Northwest (919 units)
[12:24:01] LONGHORN-197 🚀 heading to parking DAL-P92
[12:24:01] MAVS-12 moving 🚀 North (956 units)
[12:24:01] PRAIRIE-239 moving 🚀 North (946 units)
[12:24:01] PRAIRIE-239 🚀 heading to parking DAL-P113
[12:24:01] BRONCO-186 🚀 departing from DAL-P171
[12:24:01] STARS-223 moving 🚀 Northwest (155 units)
[12:24:01] STARS-223 🚀 heading to parking DAL-P71
[12:24:01] PRAIRIE-229 moving 🚀 South (394 units)
[12:24:01] PRAIRIE-229 🚀 heading to parking DAL-P228
[12:24:01] RANGER-64 moving 🚀 West (492 units)
[12:24:01] RANGER-64 🚀 heading to parking DAL-P30
[12:24:01] STARS-133 moving 🚀 East (927 units)
[12:24:01] RANGER-224 ✓ landed at DAL-P192 (parking for ~40s)
[12:24:01] STARS-293 ✓ landed at DAL-P94 (parking for ~52s)
[12:24:02] RANGER-54 🚀 departing from DAL-P58
[12:24:02] STARS-133 moving 🚀 East (1148 units)
[12:24:02] STARS-133 🚀 heading to parking DAL-P233
[12:24:02] HORIZON-60 🚀 departing from DAL-P201
[12:24:02] COWBOY-151 ✓ landed at DAL-P116 (parking for ~32s)
[12:24:02] PRAIRIE-169 ✓ landed at DAL-P190 (parking for ~44s)
[12:24:02] BRONCO-176 🚀 departing from DAL-P259
[12:24:02] BRONCO-186 moving 🚀 Northwest (548 units)
[12:24:02] BRONCO-186 🚀 heading to parking DAL-P51
[12:24:02] RANGER-194 ✓ landed at DAL-P121 (parking for ~54s)
[12:24:02] RANGER-54 moving 🚀 South (845 units)
[12:24:02] RANGER-54 🚀 heading to parking DAL-P167
[12:24:02] COWBOY-121 🚀 departing from DAL-P160
[12:24:02] HORIZON-60 moving 🚀 Northwest (292 units)
[12:24:02] HORIZON-60 🚀 heading to parking DAL-P272
[12:24:02] BRONCO-76 ✓ landed at DAL-P284 (parking for ~88s)
[12:24:02] COWBOY-181 🚀 departing from DAL-P204
[12:24:02] LONGHORN-87 🚀 departing from DAL-P7
[12:24:02] STARS-173 🚀 departing from DAL-P83
[12:24:02] MAVS-242 moving 🚀 Southeast (708 units)
[12:24:02] COWBOY-121 moving 🚀 Southwest (876 units)
[12:24:02] COWBOY-121 🚀 heading to parking DAL-P191
[12:24:02] BRONCO-176 moving 🚀 East (367 units)
[12:24:02] BRONCO-176 🚀 heading to parking DAL-P162
[12:24:02] MAVS-232 🚀 departing from DAL-P261
[12:24:02] LONGHORN-47 ✓ landed at DAL-P38 (parking for ~86s)
[12:24:02] STARS-173 moving 🚀 North (592 units)
[12:24:02] STARS-173 🚀 heading to parking DAL-P58
[12:24:02] HORIZON-210 ✓ landed at DAL-P101 (parking for ~46s)
[12:24:02] COWBOY-181 moving 🚀 Northwest (840 units)
[12:24:02] COWBOY-181 🚀 heading to parking DAL-P244
[12:24:02] RANGER-34 moving 🚀 Southeast (1510 units)
[12:24:02] ARMADILLO-158 🚀 departing from DAL-P182
[12:24:02] ARMADILLO-178 ✓ landed at DAL-P226 (parking for ~90s)
[12:24:02] MAVS-232 moving 🚀 North (1032 units)
[12:24:02] MAVS-232 🚀 heading to parking DAL-P158
[12:24:02] BRONCO-66 ✓ landed at DAL-P49 (parking for ~64s)
[12:24:02] MAVS-202 ✓ landed at DAL-P82 (parking for ~42s)
[12:24:02] MAVS-282 ✓ landed at DAL-P231 (parking for ~76s)
[12:24:02] COWBOY-291 🚀 departing from DAL-P60
[12:24:02] LONGHORN-187 🚀 departing from DAL-P139
[12:24:03] LONGHORN-187 moving 🚀 East (556 units)
[12:24:03] LONGHORN-187 🚀 heading to parking DAL-P70
[12:24:03] HORIZON-260 🚀 departing from DAL-P170
[12:24:03] LONGHORN-267 ✓ landed at DAL-P191 (parking for ~88s)
[12:24:03] BRONCO-46 🚀 departing from DAL-P142
[12:24:03] RANGER-134 🚀 departing from DAL-P227
[12:24:03] ARMADILLO-238 🚀 departing from DAL-P237
[12:24:03] MAVS-242 moving 🚀 Southeast (555 units)
[12:24:03] MAVS-242 🚀 heading to parking DAL-P100
[12:24:03] BRONCO-46 moving 🚀 Northwest (444 units)
[12:24:03] BRONCO-46 🚀 heading to parking DAL-P93
[12:24:03] COWBOY-271 🚀 departing from DAL-P216
[12:24:03] ARMADILLO-238 moving 🚀 Northwest (251 units)
[12:24:03] ARMADILLO-238 🚀 heading to parking DAL-P167
[12:24:03] COWBOY-291 moving 🚀 North (136 units)
[12:24:03] COWBOY-291 🚀 heading to parking DAL-P185
[12:24:03] MAVS-112 ✓ landed at DAL-P213 (parking for ~76s)
[12:24:03] HORIZON-260 moving 🚀 Southwest (535 units)
[12:24:03] HORIZON-260 🚀 heading to parking DAL-P206
[12:24:03] HORIZON-40 🚀 departing from DAL-P38
[12:24:03] LONGHORN-87 moving 🚀 South (447 units)
[12:24:03] LONGHORN-127 ✓ landed at DAL-P277 (parking for ~88s)
[12:24:03] COWBOY-151 🚀 departing from DAL-P116
[12:24:03] LONGHORN-87 moving 🚀 North (197 units)
[12:24:03] LONGHORN-87 🚀 heading to parking DAL-P244
[12:24:03] STARS-123 ✓ landed at DAL-P290 (parking for ~82s)
[12:24:03] ARMADILLO-128 ✓ landed at DAL-P212 (parking for ~54s)
[12:24:03] STARS-183 ✓ landed at DAL-P224 (parking for ~90s)
[12:24:03] RANGER-224 🚀 departing from DAL-P192
[12:24:03] RANGER-224 moving 🚀 Southwest (1290 units)
[12:24:03] RANGER-224 🚀 heading to parking DAL-P155
[12:24:03] MAVS-102 ✓ landed at DAL-P115 (parking for ~32s)
[12:24:03] HORIZON-180 ✓ landed at DAL-P112 (parking for ~30s)
[12:24:03] ARMADILLO-158 moving 🚀 East (164 units)
[12:24:03] ARMADILLO-158 🚀 heading to parking DAL-P60
[12:24:03] PRAIRIE-169 🚀 departing from DAL-P190
[12:24:04] Weather updated: Overcast
[12:24:04] COWBOY-261 🚀 departing from DAL-P34
[12:24:04] RANGER-134 moving 🚀 North (305 units)
[12:24:04] RANGER-134 🚀 heading to parking DAL-P173
[12:24:04] STARS-293 🚀 departing from DAL-P94
[12:24:04] MAVS-262 🚀 departing from DAL-P119
[12:24:04] COWBOY-271 moving 🚀 Southeast (815 units)
[12:24:04] BRONCO-146 🚀 departing from DAL-P68
[12:24:04] LONGHORN-177 ✓ landed at DAL-P146 (parking for ~38s)
[12:24:04] COWBOY-211 ✓ landed at DAL-P141 (parking for ~88s)
[12:24:04] BRONCO-146 moving 🚀 Southwest (912 units)
[12:24:04] BRONCO-146 🚀 heading to parking DAL-P220
[12:24:04] RANGER-194 🚀 departing from DAL-P121
[12:24:04] MAVS-262 moving 🚀 West (1032 units)
[12:24:04] MAVS-262 🚀 heading to parking DAL-P176
[12:24:04] MUSTANG-185 ✓ landed at DAL-P41 (parking for ~90s)
[12:24:04] ARMADILLO-148 ✓ landed at DAL-P297 (parking for ~74s)
[12:24:04] HORIZON-210 🚀 departing from DAL-P101
[12:24:04] HORIZON-40 moving 🚀 Southwest (1695 units)
[12:24:04] COWBOY-151 moving 🚀 South (1041 units)
[12:24:04] PRAIRIE-169 moving 🚀 Northwest (643 units)
[12:24:04] PRAIRIE-169 🚀 heading to parking DAL-P104
[12:24:04] MAVS-202 🚀 departing from DAL-P82
[12:24:04] MUSTANG-235 ✓ landed at DAL-P39 (parking for ~46s)
[12:24:04] HORIZON-40 moving 🚀 Southwest (1308 units)
[12:24:04] HORIZON-40 🚀 heading to parking DAL-P126
[12:24:04] RANGER-194 moving 🚀 Northeast (799 units)
[12:24:04] RANGER-194 🚀 heading to parking DAL-P288
[12:24:05] MAVS-202 moving 🚀 Southeast (1073 units)
[12:24:05] MAVS-202 🚀 heading to parking DAL-P59
[12:24:05] COWBOY-261 moving 🚀 Northwest (552 units)
[12:24:05] COWBOY-261 🚀 heading to parking DAL-P63
[12:24:05] STARS-163 ✓ landed at DAL-P85 (parking for ~54s)
[12:24:05] HORIZON-180 🚀 departing from DAL-P112
[12:24:05] LONGHORN-97 ✓ landed at DAL-P232 (parking for ~50s)
[12:24:05] MAVS-102 🚀 departing from DAL-P115
[12:24:05] BRONCO-116 ✓ landed at DAL-P68 (parking for ~42s)
[12:24:05] PRAIRIE-199 ✓ landed at DAL-P140 (parking for ~90s)
[12:24:05] STARS-293 moving 🚀 Northwest (502 units)
[12:24:05] HORIZON-180 moving 🚀 Southwest (718 units)
[12:24:05] HORIZON-180 🚀 heading to parking DAL-P53
[12:24:05] HORIZON-210 moving 🚀 South (37 units)
[12:24:05] HORIZON-210 🚀 heading to parking DAL-P102
[12:24:05] BRONCO-66 🚀 departing from DAL-P49
[12:24:05] STARS-293 moving 🚀 Northwest (1165 units)
[12:24:05] STARS-293 🚀 heading to parking DAL-P66
[12:24:05] COWBOY-271 moving 🚀 West (539 units)
[12:24:05] COWBOY-271 🚀 heading to parking DAL-P135
[12:24:05] HORIZON-90 ✓ landed at DAL-P148 (parking for ~30s)
[12:24:05] ARMADILLO-128 🚀 departing from DAL-P212
[12:24:05] COWBOY-151 moving 🚀 East (972 units)
[12:24:05] COWBOY-151 🚀 heading to parking DAL-P210
[12:24:05] HORIZON-210 ✓ landed at DAL-P102 (parking for ~66s)
[12:24:05] LONGHORN-177 🚀 departing from DAL-P146
[12:24:05] PRAIRIE-269 ✓ landed at DAL-P245 (parking for ~50s)
[12:24:05] BRONCO-76 🚀 departing from DAL-P284
[12:24:05] MAVS-282 🚀 departing from DAL-P231
[12:24:06] HORIZON-170 ✓ landed at DAL-P106 (parking for ~50s)
[12:24:06] ARMADILLO-288 ✓ landed at DAL-P86 (parking for ~62s)
[12:24:06] LONGHORN-47 🚀 departing from DAL-P38
[12:24:06] STARS-43 ✓ landed at DAL-P202 (parking for ~32s)
[12:24:06] LONGHORN-47 moving 🚀 West (1373 units)
[12:24:06] LONGHORN-47 🚀 heading to parking DAL-P52
[12:24:06] BRONCO-66 moving 🚀 North (983 units)
[12:24:06] BRONCO-66 🚀 heading to parking DAL-P299
[12:24:06] MAVS-102 moving 🚀 South (1213 units)
[12:24:06] MAVS-92 ✓ landed at DAL-P126 (parking for ~56s)
[12:24:06] LONGHORN-177 moving 🚀 Northeast (745 units)
[12:24:06] LONGHORN-177 🚀 heading to parking DAL-P216
[12:24:06] ARMADILLO-218 ✓ landed at DAL-P176 (parking for ~70s)
[12:24:06] BRONCO-76 moving 🚀 Southwest (638 units)
[12:24:06] BRONCO-76 🚀 heading to parking DAL-P36
[12:24:06] MAVS-102 moving 🚀 Southwest (504 units)
[12:24:06] MAVS-102 🚀 heading to parking DAL-P225
[12:24:06] MAVS-112 🚀 departing from DAL-P213
[12:24:06] ARMADILLO-178 🚀 departing from DAL-P226
[12:24:06] MUSTANG-235 🚀 departing from DAL-P39
[12:24:06] LONGHORN-247 ✓ landed at DAL-P295 (parking for ~86s)
[12:24:06] BRONCO-36 moving 🚀 Northeast (1162 units)
[12:24:06] MAVS-282 moving 🚀 Southwest (684 units)
[12:24:06] MAVS-282 🚀 heading to parking DAL-P188
[12:24:06] PRAIRIE-99 ✓ landed at DAL-P162 (parking for ~64s)
[12:24:06] LONGHORN-267 🚀 departing from DAL-P191
[12:24:06] MAVS-162 ✓ landed at DAL-P10 (parking for ~80s)
[12:24:06] RANGER-174 ✓ landed at DAL-P54 (parking for ~46s)
[12:24:06] LONGHORN-217 ✓ landed at DAL-P216 (parking for ~84s)
[12:24:06] BRONCO-116 🚀 departing from DAL-P68
[12:24:06] ARMADILLO-178 moving 🚀 Northwest (910 units)
[12:24:06] ARMADILLO-178 🚀 heading to parking DAL-P234
[12:24:06] STARS-223 ✓ landed at DAL-P71 (parking for ~76s)
[12:24:06] LONGHORN-267 moving 🚀 Northeast (647 units)
[12:24:06] LONGHORN-267 🚀 heading to parking DAL-P37
[12:24:06] STARS-123 🚀 departing from DAL-P290
[12:24:06] ARMADILLO-128 moving 🚀 Northeast (1230 units)
[12:24:06] HORIZON-90 🚀 departing from DAL-P148
[12:24:06] MUSTANG-235 moving 🚀 Southeast (760 units)
[12:24:06] MUSTANG-235 🚀 heading to parking DAL-P288
[12:24:07] MAVS-112 moving 🚀 North (487 units)
[12:24:07] MAVS-112 🚀 heading to parking DAL-P21
[12:24:07] LONGHORN-127 🚀 departing from DAL-P277
[12:24:07] LONGHORN-97 🚀 departing from DAL-P232
[12:24:07] STARS-163 🚀 departing from DAL-P85
[12:24:07] STARS-183 🚀 departing from DAL-P224
[12:24:07] BRONCO-56 ✓ landed at DAL-P126 (parking for ~64s)
[12:24:07] HORIZON-90 moving 🚀 Northwest (1211 units)
[12:24:07] HORIZON-90 🚀 heading to parking DAL-P45
[12:24:07] LONGHORN-97 moving 🚀 Northwest (841 units)
[12:24:07] LONGHORN-97 🚀 heading to parking DAL-P45
[12:24:07] STARS-123 moving 🚀 South (992 units)
[12:24:07] STARS-123 🚀 heading to parking DAL-P153
[12:24:07] LONGHORN-127 moving 🚀 West (984 units)
[12:24:07] LONGHORN-127 🚀 heading to parking DAL-P2
[12:24:07] LONGHORN-297 ✓ landed at DAL-P35 (parking for ~32s)
[12:24:07] MUSTANG-35 moving 🚀 North (429 units)
[12:24:07] MUSTANG-205 ✓ landed at DAL-P272 (parking for ~30s)
[12:24:07] STARS-43 🚀 departing from DAL-P202
[12:24:07] ARMADILLO-148 🚀 departing from DAL-P297
[12:24:07] ARMADILLO-128 moving 🚀 North (564 units)
[12:24:07] ARMADILLO-128 🚀 heading to parking DAL-P77
[12:24:07] RANGER-264 ✓ landed at DAL-P138 (parking for ~76s)
[12:24:07] COWBOY-291 ✓ landed at DAL-P185 (parking for ~86s)
[12:24:07] BRONCO-116 moving 🚀 South (643 units)
[12:24:07] STARS-163 moving 🚀 Northwest (1051 units)
[12:24:07] STARS-163 🚀 heading to parking DAL-P262
[12:24:07] COWBOY-211 🚀 departing from DAL-P141
[12:24:07] PRAIRIE-269 🚀 departing from DAL-P245
[12:24:07] PRAIRIE-269 moving 🚀 West (579 units)
[12:24:07] PRAIRIE-269 🚀 heading to parking DAL-P43
[12:24:07] MUSTANG-45 ✓ landed at DAL-P159 (parking for ~90s)
[12:24:07] HORIZON-170 🚀 departing from DAL-P106
[12:24:07] MUSTANG-185 🚀 departing from DAL-P41
[12:24:08] MUSTANG-65 ✓ landed at DAL-P220 (parking for ~54s)
[12:24:08] HORIZON-110 ✓ landed at DAL-P191 (parking for ~66s)
[12:24:08] MUSTANG-185 moving 🚀 East (866 units)
[12:24:08] MUSTANG-185 🚀 heading to parking DAL-P7
[12:24:08] STARS-43 moving 🚀 Southeast (1293 units)
[12:24:08] STARS-43 🚀 heading to parking DAL-P106
[12:24:08] BRONCO-116 moving 🚀 East (141 units)
[12:24:08] BRONCO-116 🚀 heading to parking DAL-P173
[12:24:08] STARS-183 moving 🚀 West (780 units)
[12:24:08] LONGHORN-167 ✓ landed at DAL-P106 (parking for ~36s)
[12:24:08] ARMADILLO-208 ✓ landed at DAL-P248 (parking for ~80s)
[12:24:08] HORIZON-210 🚀 departing from DAL-P102
[12:24:08] COWBOY-211 moving 🚀 South (1062 units)
[12:24:08] COWBOY-211 🚀 heading to parking DAL-P267
[12:24:08] HORIZON-210 moving 🚀 South (1066 units)
[12:24:08] HORIZON-210 🚀 heading to parking DAL-P134
[12:24:08] MAVS-92 🚀 departing from DAL-P126
[12:24:08] HORIZON-160 ✓ landed at DAL-P261 (parking for ~82s)
[12:24:08] RANGER-174 🚀 departing from DAL-P54
[12:24:08] ARMADILLO-288 🚀 departing from DAL-P86
[12:24:08] STARS-63 ✓ landed at DAL-P159 (parking for ~46s)
[12:24:08] ARMADILLO-148 moving 🚀 North (561 units)
[12:24:08] MUSTANG-205 🚀 departing from DAL-P272
[12:24:08] MAVS-212 ✓ landed at DAL-P144 (parking for ~54s)
[12:24:08] LONGHORN-297 🚀 departing from DAL-P35
[12:24:08] MAVS-92 moving 🚀 North (992 units)
[12:24:08] MAVS-92 🚀 heading to parking DAL-P174
[12:24:08] ARMADILLO-148 moving 🚀 Northwest (1202 units)
[12:24:08] ARMADILLO-148 🚀 heading to parking DAL-P217
[12:24:08] PRAIRIE-199 🚀 departing from DAL-P140
[12:24:08] ARMADILLO-288 moving 🚀 Northwest (1049 units)
[12:24:08] ARMADILLO-288 🚀 heading to parking DAL-P4
[12:24:08] BRONCO-166 ✓ landed at DAL-P249 (parking for ~62s)
[12:24:08] MUSTANG-205 moving 🚀 West (540 units)
[12:24:08] MUSTANG-205 🚀 heading to parking DAL-P15
[12:24:08] STARS-23 moving 🚀 West (212 units)
[12:24:08] RANGER-174 moving 🚀 Northwest (146 units)
[12:24:08] RANGER-174 🚀 heading to parking DAL-P280
[12:24:08] PRAIRIE-189 ✓ landed at DAL-P278 (parking for ~50s)
[12:24:08] COWBOY-191 ✓ landed at DAL-P232 (parking for ~72s)
[12:24:08] PRAIRIE-199 moving 🚀 Northeast (855 units)
[12:24:08] PRAIRIE-199 🚀 heading to parking DAL-P39
[12:24:09] HORIZON-170 moving 🚀 West (725 units)
[12:24:09] ARMADILLO-218 🚀 departing from DAL-P176
[12:24:09] BRONCO-296 ✓ landed at DAL-P46 (parking for ~50s)
[12:24:09] LONGHORN-67 ✓ landed at DAL-P229 (parking for ~84s)
[12:24:09] PRAIRIE-99 🚀 departing from DAL-P162
[12:24:09] ARMADILLO-158 ✓ landed at DAL-P60 (parking for ~56s)
[12:24:09] MUSTANG-265 ✓ landed at DAL-P103 (parking for ~56s)
[12:24:09] BRONCO-276 ✓ landed at DAL-P292 (parking for ~90s)
[12:24:09] PRAIRIE-29 moving 🚀 South (468 units)
