=== RADAR COMMUNICATIONS LOG ===
City: New York
Application started: 2025-12-10 16:33:41
==================================================
[16:33:48] Radar communication initialized for New York
[16:36:55] ⚠️ CRITICAL: John #2 and Amanda #9 are 38.5 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Jane #2 and Emily #2 are 90.3 units apart
[16:36:55] ⚠️ CRITICAL: Michael #2 and Michael #3 are 33.8 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: David #2 and John #10 are 71.5 units apart
[16:36:55] ⚠️ Warning: Emily #2 and Emily #6 are 88.9 units apart
[16:36:55] ⚠️ Warning: Amanda #2 and Michael #4 are 93.9 units apart
[16:36:55] ⚠️ Warning: Amanda #2 and Amanda #5 are 73.6 units apart
[16:36:55] ⚠️ CRITICAL: Amanda #2 and Robert #6 are 44.3 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Amanda #2 and Sarah #7 are 88.4 units apart
[16:36:55] ⚠️ Warning: Amanda #2 and Chris #8 are 79.7 units apart
[16:36:55] ⚠️ Warning: Amanda #2 and Amanda #9 are 64.8 units apart
[16:36:55] ⚠️ Warning: Amanda #2 and Robert #10 are 82.7 units apart
[16:36:55] ⚠️ Warning: Robert #2 and David #8 are 66.1 units apart
[16:36:55] ⚠️ Warning: Lisa #2 and Michael #4 are 77.9 units apart
[16:36:55] ⚠️ CRITICAL: Lisa #2 and Amanda #6 are 5.4 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Lisa #2 and Amanda #9 are 87.7 units apart
[16:36:55] ⚠️ Warning: John #3 and Chris #4 are 56.4 units apart
[16:36:55] ⚠️ CRITICAL: John #3 and Amanda #4 are 49.8 units apart - COLLISION RISK!
[16:36:55] ⚠️ CRITICAL: John #3 and Robert #9 are 38.5 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Jane #3 and David #3 are 76.6 units apart
[16:36:55] ⚠️ Warning: Jane #3 and Michael #7 are 80.2 units apart
[16:36:55] ⚠️ CRITICAL: Jane #3 and Michael #10 are 48.2 units apart - COLLISION RISK!
[16:36:55] ⚠️ CRITICAL: Jane #3 and Emily #10 are 23.1 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Jane #3 and Chris #10 are 65.1 units apart
[16:36:55] ⚠️ Warning: Sarah #3 and Emily #3 are 94.3 units apart
[16:36:55] ⚠️ CRITICAL: David #3 and Robert #3 are 40.7 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: David #3 and Chris #6 are 98.5 units apart
[16:36:55] ⚠️ Warning: David #3 and Michael #7 are 75.2 units apart
[16:36:55] ⚠️ Warning: David #3 and Emily #10 are 64.2 units apart
[16:36:55] ⚠️ Warning: Emily #3 and Lisa #8 are 84.5 units apart
[16:36:55] ⚠️ Warning: Amanda #3 and John #4 are 90.5 units apart
[16:36:55] ⚠️ Warning: Amanda #3 and Lisa #4 are 72.7 units apart
[16:36:55] ⚠️ Warning: Amanda #3 and Michael #10 are 71.0 units apart
[16:36:55] ⚠️ CRITICAL: Amanda #3 and Chris #10 are 45.2 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Robert #3 and Chris #6 are 95.0 units apart
[16:36:55] ⚠️ Warning: Robert #3 and Michael #7 are 87.1 units apart
[16:36:55] ⚠️ Warning: Robert #3 and Emily #10 are 99.0 units apart
[16:36:55] ⚠️ Warning: Lisa #3 and Emily #4 are 81.3 units apart
[16:36:55] ⚠️ Warning: Lisa #3 and Michael #6 are 59.0 units apart
[16:36:55] ⚠️ CRITICAL: Lisa #3 and John #8 are 43.9 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Lisa #3 and John #10 are 65.5 units apart
[16:36:55] ⚠️ Warning: John #4 and Michael #10 are 67.0 units apart
[16:36:55] ⚠️ Warning: John #4 and Chris #10 are 68.1 units apart
[16:36:55] ⚠️ CRITICAL: Jane #4 and Sarah #4 are 28.5 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Jane #4 and Robert #8 are 88.6 units apart
[16:36:55] ⚠️ Warning: Michael #4 and Amanda #6 are 81.5 units apart
[16:36:55] ⚠️ Warning: Michael #4 and Robert #6 are 64.8 units apart
[16:36:55] ⚠️ Warning: Michael #4 and Sarah #7 are 89.4 units apart
[16:36:55] ⚠️ Warning: Michael #4 and Sarah #8 are 85.2 units apart
[16:36:55] ⚠️ CRITICAL: Michael #4 and Amanda #9 are 48.9 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Michael #4 and Jane #10 are 87.7 units apart
[16:36:55] ⚠️ Warning: Emily #4 and Amanda #5 are 87.6 units apart
[16:36:55] ⚠️ Warning: Chris #4 and Amanda #4 are 69.8 units apart
[16:36:55] ⚠️ Warning: Chris #4 and Michael #8 are 84.9 units apart
[16:36:55] ⚠️ CRITICAL: Chris #4 and Robert #9 are 43.6 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Amanda #4 and Michael #8 are 64.6 units apart
[16:36:55] ⚠️ Warning: Amanda #4 and Chris #8 are 94.5 units apart
[16:36:55] ⚠️ CRITICAL: Amanda #4 and Robert #9 are 26.3 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: John #5 and Emily #6 are 77.5 units apart
[16:36:55] ⚠️ Warning: Michael #5 and John #7 are 94.7 units apart
[16:36:55] ⚠️ Warning: David #5 and Amanda #5 are 88.2 units apart
[16:36:55] ⚠️ Warning: Amanda #5 and Amanda #9 are 71.1 units apart
[16:36:55] ⚠️ CRITICAL: Lisa #5 and Amanda #8 are 48.4 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Lisa #5 and Robert #10 are 69.3 units apart
[16:36:55] ⚠️ Warning: John #6 and Sarah #6 are 55.1 units apart
[16:36:55] ⚠️ Warning: John #6 and Amanda #7 are 76.1 units apart
[16:36:55] ⚠️ CRITICAL: Michael #6 and John #8 are 37.8 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Michael #6 and John #10 are 70.4 units apart
[16:36:55] ⚠️ Warning: Sarah #6 and Amanda #7 are 95.5 units apart
[16:36:55] ⚠️ CRITICAL: David #6 and Jane #8 are 39.4 units apart - COLLISION RISK!
[16:36:55] ⚠️ CRITICAL: Chris #6 and Michael #7 are 37.3 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Chris #6 and Emily #10 are 94.6 units apart
[16:36:55] ⚠️ Warning: Amanda #6 and Amanda #9 are 92.9 units apart
[16:36:55] ⚠️ CRITICAL: Robert #6 and Sarah #7 are 49.6 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Robert #6 and Michael #8 are 97.2 units apart
[16:36:55] ⚠️ Warning: Robert #6 and Chris #8 are 89.3 units apart
[16:36:55] ⚠️ Warning: Robert #6 and Amanda #9 are 62.6 units apart
[16:36:55] ⚠️ Warning: Jane #7 and Sarah #8 are 84.6 units apart
[16:36:55] ⚠️ Warning: Jane #7 and Jane #10 are 64.2 units apart
[16:36:55] ⚠️ Warning: Michael #7 and Emily #10 are 57.4 units apart
[16:36:55] ⚠️ Warning: Sarah #7 and Lisa #7 are 56.0 units apart
[16:36:55] ⚠️ Warning: Sarah #7 and Michael #8 are 68.1 units apart
[16:36:55] ⚠️ Warning: Sarah #7 and Sarah #8 are 80.7 units apart
[16:36:55] ⚠️ Warning: Sarah #7 and Chris #8 are 92.4 units apart
[16:36:55] ⚠️ Warning: Sarah #7 and Jane #10 are 99.7 units apart
[16:36:55] ⚠️ Warning: David #7 and Michael #9 are 75.8 units apart
[16:36:55] ⚠️ Warning: Chris #7 and Sarah #10 are 76.6 units apart
[16:36:55] ⚠️ Warning: Lisa #7 and Michael #8 are 96.6 units apart
[16:36:55] ⚠️ Warning: Lisa #7 and Sarah #8 are 55.0 units apart
[16:36:55] ⚠️ Warning: Lisa #7 and Jane #10 are 74.6 units apart
[16:36:55] ⚠️ Warning: John #8 and John #10 are 89.7 units apart
[16:36:55] ⚠️ Warning: Michael #8 and Chris #8 are 59.0 units apart
[16:36:55] ⚠️ Warning: Michael #8 and Robert #9 are 66.1 units apart
[16:36:55] ⚠️ CRITICAL: Sarah #8 and Jane #10 are 20.5 units apart - COLLISION RISK!
[16:36:55] ⚠️ CRITICAL: David #8 and Chris #9 are 37.2 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Chris #8 and Robert #10 are 56.3 units apart
[16:36:55] ⚠️ Warning: Amanda #8 and David #10 are 81.4 units apart
[16:36:55] ⚠️ Warning: Robert #8 and Emily #9 are 69.7 units apart
[16:36:55] ⚠️ Warning: David #9 and Lisa #9 are 51.7 units apart
[16:36:55] ⚠️ Warning: Michael #10 and Emily #10 are 63.3 units apart
[16:36:55] ⚠️ CRITICAL: Michael #10 and Chris #10 are 25.9 units apart - COLLISION RISK!
[16:36:55] ⚠️ Warning: Emily #10 and Chris #10 are 73.2 units apart
[16:36:55] David #8 moving 🚀 Southwest (941 units)
[16:36:55] Michael #10 moving 🚀 Southwest (282 units)
[16:36:55] Chris #2 moving 🚀 East (519 units)
[16:36:56] Michael #9 moving 🚀 Southeast (316 units)
[16:36:56] Sarah #10 moving 🚀 East (1135 units)
[16:36:56] ⚠️ Warning: John #1 and Emily #6 are 99.4 units apart
[16:36:56] ⚠️ Warning: Jane #1 and Robert #5 are 85.7 units apart
[16:36:56] ⚠️ Warning: Michael #1 and David #5 are 96.7 units apart
[16:36:56] ⚠️ CRITICAL: Michael #1 and Amanda #8 are 30.8 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: Michael #1 and David #10 are 37.0 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Sarah #1 and John #2 are 96.1 units apart
[16:36:56] ⚠️ CRITICAL: Sarah #1 and Lisa #2 are 41.9 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Sarah #1 and Amanda #5 are 72.9 units apart
[16:36:56] ⚠️ Warning: Sarah #1 and Amanda #6 are 50.3 units apart
[16:36:56] ⚠️ CRITICAL: Sarah #1 and Robert #6 are 47.3 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: Sarah #1 and Amanda #9 are 44.5 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: Emily #1 and Jane #4 are 46.9 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Emily #1 and Robert #8 are 78.6 units apart
[16:36:56] ⚠️ Warning: Chris #1 and Lisa #1 are 81.0 units apart
[16:36:56] ⚠️ CRITICAL: Amanda #1 and David #6 are 44.8 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Robert #1 and Robert #4 are 99.9 units apart
[16:36:56] ⚠️ Warning: Lisa #1 and Lisa #5 are 87.4 units apart
[16:36:56] ⚠️ Warning: John #2 and Amanda #2 are 52.3 units apart
[16:36:56] ⚠️ Warning: John #2 and Robert #6 are 77.6 units apart
[16:36:56] ⚠️ Warning: John #2 and Lisa #7 are 99.6 units apart
[16:36:56] ⚠️ Warning: John #2 and Chris #8 are 77.9 units apart
[16:36:56] ⚠️ Warning: John #2 and Robert #10 are 87.3 units apart
[16:36:56] ⚠️ Warning: Jane #2 and Emily #2 are 93.4 units apart
[16:36:56] ⚠️ CRITICAL: Jane #2 and John #6 are 49.6 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: Jane #2 and Amanda #7 are 42.3 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: Michael #2 and Michael #3 are 25.2 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: David #2 and Emily #4 are 91.7 units apart
[16:36:56] ⚠️ Warning: David #2 and David #6 are 77.7 units apart
[16:36:56] ⚠️ CRITICAL: David #2 and Jane #8 are 45.6 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: David #2 and John #10 are 98.2 units apart
[16:36:56] ⚠️ Warning: Emily #2 and Emily #6 are 74.9 units apart
[16:36:56] ⚠️ CRITICAL: Chris #2 and David #7 are 35.9 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Amanda #2 and Amanda #4 are 81.8 units apart
[16:36:56] ⚠️ Warning: Amanda #2 and Robert #6 are 78.2 units apart
[16:36:56] ⚠️ Warning: Amanda #2 and Sarah #7 are 69.6 units apart
[16:36:56] ⚠️ CRITICAL: Amanda #2 and Lisa #7 are 47.9 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Amanda #2 and Michael #8 are 87.9 units apart
[16:36:56] ⚠️ Warning: Amanda #2 and Robert #10 are 92.5 units apart
[16:36:56] ⚠️ Warning: Robert #2 and Chris #9 are 90.4 units apart
[16:36:56] ⚠️ Warning: Lisa #2 and Amanda #5 are 94.6 units apart
[16:36:56] ⚠️ CRITICAL: Lisa #2 and Amanda #6 are 8.8 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Lisa #2 and Robert #6 are 67.7 units apart
[16:36:56] ⚠️ CRITICAL: Lisa #2 and Amanda #9 are 13.5 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: John #3 and Chris #4 are 40.2 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: John #3 and Amanda #4 are 45.2 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: John #3 and Sarah #7 are 69.5 units apart
[16:36:56] ⚠️ Warning: John #3 and Michael #8 are 69.4 units apart
[16:36:56] ⚠️ Warning: John #3 and Robert #9 are 56.8 units apart
[16:36:56] ⚠️ Warning: Jane #3 and Michael #10 are 54.6 units apart
[16:36:56] ⚠️ CRITICAL: Jane #3 and Chris #10 are 48.3 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: David #3 and Robert #3 are 88.4 units apart
[16:36:56] ⚠️ Warning: David #3 and Michael #7 are 74.2 units apart
[16:36:56] ⚠️ CRITICAL: David #3 and Emily #10 are 44.8 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: Emily #3 and Jane #7 are 45.8 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Emily #3 and Sarah #8 are 80.5 units apart
[16:36:56] ⚠️ Warning: Emily #3 and Jane #10 are 69.2 units apart
[16:36:56] ⚠️ CRITICAL: Amanda #3 and Lisa #4 are 35.2 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Amanda #3 and Chris #6 are 98.7 units apart
[16:36:56] ⚠️ Warning: Amanda #3 and Michael #10 are 78.5 units apart
[16:36:56] ⚠️ Warning: Robert #3 and Chris #6 are 64.7 units apart
[16:36:56] ⚠️ CRITICAL: Robert #3 and Michael #7 are 15.4 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Robert #3 and Emily #10 are 58.0 units apart
[16:36:56] ⚠️ Warning: Robert #3 and Chris #10 are 79.7 units apart
[16:36:56] ⚠️ CRITICAL: Lisa #3 and Emily #4 are 44.6 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Lisa #3 and Amanda #5 are 60.6 units apart
[16:36:56] ⚠️ Warning: Lisa #3 and Michael #6 are 76.1 units apart
[16:36:56] ⚠️ Warning: Lisa #3 and John #10 are 85.7 units apart
[16:36:56] ⚠️ Warning: Michael #4 and Robert #6 are 89.8 units apart
[16:36:56] ⚠️ Warning: Michael #4 and Sarah #8 are 55.3 units apart
[16:36:56] ⚠️ Warning: Michael #4 and Amanda #9 are 91.9 units apart
[16:36:56] ⚠️ Warning: Michael #4 and Jane #10 are 85.7 units apart
[16:36:56] ⚠️ Warning: Sarah #4 and Robert #5 are 96.0 units apart
[16:36:56] ⚠️ Warning: Emily #4 and Amanda #5 are 86.5 units apart
[16:36:56] ⚠️ Warning: Emily #4 and Michael #6 are 79.3 units apart
[16:36:56] ⚠️ Warning: Emily #4 and Jane #8 are 76.8 units apart
[16:36:56] ⚠️ Warning: Emily #4 and John #10 are 62.9 units apart
[16:36:56] ⚠️ Warning: Chris #4 and Amanda #4 are 85.0 units apart
[16:36:56] ⚠️ Warning: Chris #4 and Robert #9 are 56.6 units apart
[16:36:56] ⚠️ CRITICAL: Amanda #4 and Sarah #7 are 47.5 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Amanda #4 and Lisa #7 are 87.8 units apart
[16:36:56] ⚠️ CRITICAL: Amanda #4 and Michael #8 are 35.9 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Amanda #4 and Chris #8 are 98.8 units apart
[16:36:56] ⚠️ Warning: Amanda #4 and Robert #9 are 89.3 units apart
[16:36:56] ⚠️ Warning: Amanda #4 and Robert #10 are 65.8 units apart
[16:36:56] ⚠️ Warning: Lisa #4 and Chris #6 are 91.0 units apart
[16:36:56] ⚠️ Warning: Lisa #4 and Jane #7 are 84.4 units apart
[16:36:56] ⚠️ Warning: Lisa #4 and Jane #10 are 94.3 units apart
[16:36:56] ⚠️ Warning: John #5 and Lisa #8 are 59.0 units apart
[16:36:56] ⚠️ Warning: Michael #5 and John #7 are 57.0 units apart
[16:36:56] ⚠️ Warning: David #5 and Amanda #5 are 65.8 units apart
[16:36:56] ⚠️ Warning: Emily #5 and John #7 are 79.6 units apart
[16:36:56] ⚠️ Warning: Amanda #5 and Amanda #6 are 98.5 units apart
[16:36:56] ⚠️ Warning: Lisa #5 and Chris #8 are 69.2 units apart
[16:36:56] ⚠️ Warning: Lisa #5 and Robert #10 are 79.5 units apart
[16:36:56] ⚠️ Warning: John #6 and Sarah #6 are 66.7 units apart
[16:36:56] ⚠️ Warning: John #6 and Amanda #7 are 61.8 units apart
[16:36:56] ⚠️ Warning: Michael #6 and John #8 are 55.7 units apart
[16:36:56] ⚠️ CRITICAL: Michael #6 and John #10 are 45.6 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: David #6 and Jane #8 are 71.5 units apart
[16:36:56] ⚠️ Warning: Chris #6 and Michael #7 are 73.1 units apart
[16:36:56] ⚠️ Warning: Chris #6 and Michael #10 are 88.8 units apart
[16:36:56] ⚠️ Warning: Chris #6 and Chris #10 are 66.2 units apart
[16:36:56] ⚠️ Warning: Amanda #6 and Robert #6 are 75.8 units apart
[16:36:56] ⚠️ CRITICAL: Amanda #6 and Amanda #9 are 18.2 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Robert #6 and Lisa #7 are 97.2 units apart
[16:36:56] ⚠️ Warning: Robert #6 and Amanda #9 are 59.5 units apart
[16:36:56] ⚠️ Warning: Jane #7 and Sarah #8 are 58.0 units apart
[16:36:56] ⚠️ CRITICAL: Jane #7 and Jane #10 are 32.4 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: Michael #7 and Emily #10 are 42.8 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Michael #7 and Chris #10 are 74.4 units apart
[16:36:56] ⚠️ CRITICAL: Sarah #7 and Lisa #7 are 49.4 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Sarah #7 and Michael #8 are 79.7 units apart
[16:36:56] ⚠️ Warning: Sarah #7 and Robert #9 are 80.9 units apart
[16:36:56] ⚠️ Warning: Emily #7 and Sarah #10 are 78.9 units apart
[16:36:56] ⚠️ CRITICAL: Chris #7 and Sarah #10 are 33.8 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: John #8 and John #10 are 87.8 units apart
[16:36:56] ⚠️ Warning: Michael #8 and Chris #8 are 66.0 units apart
[16:36:56] ⚠️ CRITICAL: Michael #8 and Robert #10 are 31.3 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: Sarah #8 and Jane #10 are 30.7 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: David #8 and Chris #9 are 38.4 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: Chris #8 and Robert #10 are 35.0 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: Amanda #8 and David #10 are 26.5 units apart - COLLISION RISK!
[16:36:56] ⚠️ CRITICAL: Robert #8 and Emily #9 are 38.9 units apart - COLLISION RISK!
[16:36:56] ⚠️ Warning: Michael #10 and Chris #10 are 61.2 units apart
[16:36:56] ⚠️ Warning: Emily #10 and Chris #10 are 69.3 units apart
[16:36:57] Jane #9 moving 🚀 Southwest (743 units)
[16:36:57] Robert #3 moving 🚀 Southeast (668 units)
[16:36:57] John #4 moving 🚀 South (486 units)
[16:36:57] Emily #1 moving 🚀 West (866 units)
[16:36:57] Jane #7 moving 🚀 South (387 units)
[16:36:58] Lisa #8 moving 🚀 West (236 units)
[16:36:58] Michael #3 moving 🚀 East (440 units)
[16:36:58] David #9 moving 🚀 Southeast (729 units)
[16:36:59] Lisa #9 acknowledges radio instruction: Proceeding to (325,734) - Direct routing
[16:36:59] ATC-NEW → Lisa #9
📡 ROUTE OPTIMIZATION
➤ Direct route cleared
---

[16:37:02] Michael #9 moving 🚀 North (293 units)
[16:37:03] Jane #1 moving 🚀 East (1209 units)
[16:37:04] Robert #1 moving 🚀 West (173 units)
[16:37:06] Lisa #2 moving 🚀 West (499 units)
[16:37:07] David #4 moving 🚀 Northeast (75 units)
[16:37:09] Amanda #2 moving 🚀 East (1240 units)
[16:37:10] Emily #5 moving 🚀 Northwest (687 units)
[16:37:10] Amanda #5 moving 🚀 West (354 units)
[16:37:10] ATC-NEW → Emily #3
📡 POSITION REPORT REQUEST
➤ Report position
---

[16:37:11] David #2 moving 🚀 South (866 units)
[16:37:11] John #7 moving 🚀 Northwest (241 units)
[16:37:11] Chris #8 acknowledges radio instruction: Proceeding to (529,910) - Direct routing
[16:37:11] Lisa #8 moving 🚀 Northwest (1108 units)
[16:37:12] Amanda #10 acknowledges radio instruction: Proceeding to (1208,719) - Direct routing
[16:37:12] Robert #8 acknowledges radio instruction: Proceeding to (1390,1233) - Direct routing
[16:37:12] David #4 moving 🚀 Northwest (316 units)
[16:37:13] Chris #8 moving 🚀 Southeast (932 units)
[16:37:13] Michael #7 moving 🚀 Northwest (346 units)
[16:37:14] Jane #4 moving 🚀 Southeast (1477 units)
[16:37:15] Emily #1 moving 🚀 East (868 units)
[16:37:15] Robert #1 moving 🚀 Southeast (444 units)
[16:37:15] Amanda #4 moving 🚀 West (989 units)
[16:37:15] Michael #10 moving 🚀 Southwest (911 units)
[16:37:16] Chris #3 moving 🚀 East (462 units)
[16:37:17] Sarah #3 moving 🚀 West (551 units)
[16:37:19] Amanda #3 moving 🚀 Southeast (433 units)
[16:37:20] Chris #5 moving 🚀 Northeast (324 units)
[16:37:20] Michael #9 moving 🚀 Northwest (660 units)
[16:37:20] John #8 moving 🚀 East (875 units)
[16:37:21] Jane #2 moving 🚀 North (1154 units)
[16:37:22] Lisa #4 acknowledges radio instruction: Proceeding to (1130,800) - Direct routing
[16:37:22] ATC-NEW → Lisa #4
📡 ROUTE OPTIMIZATION
➤ Direct route cleared
---

[16:37:22] David #9 moving 🚀 East (873 units)
[16:37:23] Robert #4 acknowledges radio instruction: Proceeding to (273,474) - Direct routing
[16:37:25] Emily #9 moving 🚀 North (1285 units)
[16:37:26] Chris #1 moving 🚀 Southeast (920 units)
[16:37:27] John #7 moving 🚀 Southeast (1014 units)
[16:37:30] Sarah #4 moving 🚀 Northeast (512 units)
[16:37:30] David #5 moving 🚀 Southeast (985 units)
[16:37:31] Lisa #6 moving 🚀 Northwest (569 units)
[16:37:32] John #5 moving 🚀 Northeast (1054 units)
[16:37:32] David #4 moving 🚀 North (243 units)
[16:37:33] John #10 moving 🚀 East (1099 units)
[16:37:33] David #3 moving 🚀 North (1367 units)
[16:37:33] Jane #6 moving 🚀 Northwest (450 units)
[16:37:33] *** ACCIDENT REPORT ***
🚨 ID: ACC-NEW-1765402653897
